Source;Target;Type
Church discipline;New England;Undirected
Boston Port Bill, 1774;Massachusetts;Undirected
Boston Port Bill, 1774;Constitutional history;Undirected
Massachusetts;Constitutional history;Undirected
New Hampshire;New Hampshire;Undirected
New Hampshire;New Hampshire;Undirected
Physiology;Electrophysiology;Undirected
Physiology;Electrophysiology;Undirected
Physiology;Electrophysiology;Undirected
Rhode Island;Rhode Island;Undirected
Rhode Island;Rhode Island;Undirected
Rhode Island;Rhode Island;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Anthropology;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Human skin color;Undirected
Anthropology;Human skin color;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Anthropology;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Human skin color;Undirected
Anthropology;Human skin color;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Anthropology;Undirected
Kames, Henry Home, Lord, 1696-1782. Sketches of the history of man;Human skin color;Undirected
Anthropology;Human skin color;Undirected
Mather, Cotton, 1663-1728. Pietas in patriam: The life of Sir William Phips;Mather, Cotton, 1663-1728. Wonders of the invisible world;Undirected
Mather, Cotton, 1663-1728. Pietas in patriam: The life of Sir William Phips;Phips, William, Sir, 1651-1695;Undirected
Mather, Cotton, 1663-1728. Pietas in patriam: The life of Sir William Phips;Parris, Samuel, 1653-1720;Undirected
Mather, Cotton, 1663-1728. Pietas in patriam: The life of Sir William Phips;Rule, Margaret;Undirected
Mather, Cotton, 1663-1728. Wonders of the invisible world;Phips, William, Sir, 1651-1695;Undirected
Mather, Cotton, 1663-1728. Wonders of the invisible world;Parris, Samuel, 1653-1720;Undirected
Mather, Cotton, 1663-1728. Wonders of the invisible world;Rule, Margaret;Undirected
Phips, William, Sir, 1651-1695;Mather, Cotton, 1663-1728. Wonders of the invisible world;Undirected
Phips, William, Sir, 1651-1695;Parris, Samuel, 1653-1720;Undirected
Phips, William, Sir, 1651-1695;Rule, Margaret;Undirected
Parris, Samuel, 1653-1720;Mather, Cotton, 1663-1728. Wonders of the invisible world;Undirected
Parris, Samuel, 1653-1720;Phips, William, Sir, 1651-1695;Undirected
Parris, Samuel, 1653-1720;Rule, Margaret;Undirected
Johnson, Mrs. (Susannah Willard), 1730-1810;Indian captivities;Undirected
Johnson, Mrs. (Susannah Willard), 1730-1810;Abenaki Indians;Undirected
Johnson, Mrs. (Susannah Willard), 1730-1810;Charlestown (N.H.);Undirected
Indian captivities;Abenaki Indians;Undirected
Indian captivities;Charlestown (N.H.);Undirected
Abenaki Indians;Indian captivities;Undirected
Abenaki Indians;Charlestown (N.H.);Undirected
United States;United States;Undirected
United States;United States;Undirected
United States;United States;Undirected
Earthquakes;Earthquakes;Undirected
Earthquakes;Sermons, American;Undirected
Earthquakes;Sermons, American;Undirected
Earthquakes;Earthquakes;Undirected
Earthquakes;Sermons, American;Undirected
Earthquakes;Sermons, American;Undirected
Letter writing;Etiquette;Undirected
Letter writing;Etiquette;Undirected
Drowning;Drowning;Undirected
Drowning;Death, Apparent;Undirected
Drowning;Death, Apparent;Undirected
Drowning;Drowning;Undirected
Drowning;Death, Apparent;Undirected
Drowning;Death, Apparent;Undirected
Churchill, Charles, 1731-1764;Philip, Sachem of the Wampanoags, d. 1676;Undirected
Churchill, Charles, 1731-1764;King Philip's War, 1675-1676;Undirected
Churchill, Charles, 1731-1764;Indians of North America;Undirected
Philip, Sachem of the Wampanoags, d. 1676;King Philip's War, 1675-1676;Undirected
Philip, Sachem of the Wampanoags, d. 1676;Indians of North America;Undirected
King Philip's War, 1675-1676;Philip, Sachem of the Wampanoags, d. 1676;Undirected
King Philip's War, 1675-1676;Indians of North America;Undirected
Churchill, Charles, 1731-1764;Philip, Sachem of the Wampanoags, d. 1676;Undirected
Churchill, Charles, 1731-1764;King Philip's War, 1675-1676;Undirected
Churchill, Charles, 1731-1764;Indians of North America;Undirected
Philip, Sachem of the Wampanoags, d. 1676;King Philip's War, 1675-1676;Undirected
Philip, Sachem of the Wampanoags, d. 1676;Indians of North America;Undirected
King Philip's War, 1675-1676;Philip, Sachem of the Wampanoags, d. 1676;Undirected
King Philip's War, 1675-1676;Indians of North America;Undirected
Massachusetts;New England;Undirected
Massachusetts;New England;Undirected
Massachusetts;New England;Undirected
Society of Friends;Meditations;Undirected
Trenck, Friedrich, Freiherr von der, 1726-1794;Soldiers;Undirected
Trenck, Friedrich, Freiherr von der, 1726-1794;Nobility;Undirected
Soldiers;Nobility;Undirected
Christian biography;Theater;Undirected
Christian biography;Plague;Undirected
Theater;Plague;Undirected
Titcomb, Moses, 1707-1755;Lake George, Battle of, N.Y., 1755;Undirected
Titcomb, Moses, 1707-1755;United States;Undirected
Lake George, Battle of, N.Y., 1755;United States;Undirected
United States. Continental Congress (1774);United States;Undirected
United States. Continental Congress (1774);New York (State);Undirected
United States;New York (State);Undirected
Great Britain. Stamp Act (1765);United States;Undirected
Great Britain. Stamp Act (1765);United States;Undirected
United States;United States;Undirected
Boston Massacre, 1770;Standing army;Undirected
Robbins, Jonathan, d. 1799;United States;Undirected
Robbins, Jonathan, d. 1799;Great Britain;Undirected
United States;Great Britain;Undirected
Washington, George, 1732-1799;United States;Undirected
Slave trade;Slavery;Undirected
Slavery;Slavery;Undirected
Slavery;Anti-slavery movements;Undirected
Great Britain. Treaties, etc. United States, 1794 Nov. 19;Great Britain;Undirected
Great Britain. Treaties, etc. United States, 1794 Nov. 19;United States;Undirected
Great Britain;United States;Undirected
Great Britain;United States;Undirected
Great Britain;United States. Treaties, etc., 1789-1797 (Washington);Undirected
Great Britain;Great Britain. Treaties, etc. United States, 1794 Nov. 19;Undirected
United States;United States. Treaties, etc., 1789-1797 (Washington);Undirected
United States;Great Britain. Treaties, etc. United States, 1794 Nov. 19;Undirected
United States. Treaties, etc., 1789-1797 (Washington);United States;Undirected
United States. Treaties, etc., 1789-1797 (Washington);Great Britain. Treaties, etc. United States, 1794 Nov. 19;Undirected
Campaign literature, 1800;United States;Undirected
United States;United States;Undirected
United States;France;Undirected
United States;France;Undirected
United States;United States;Undirected
United States;France;Undirected
United States;United States;Undirected
United States;France;Undirected
United States;United States;Undirected
France;United States;Undirected
France;United States;Undirected
United States;United States;Undirected
United States;France;Undirected
United States;France;Undirected
Whiskey Rebellion, Pa., 1794;United States;Undirected
Whiskey Rebellion, Pa., 1794;France;Undirected
Whiskey Rebellion, Pa., 1794;United States;Undirected
Whiskey Rebellion, Pa., 1794;Santo Domingo (Dominican Republic);Undirected
United States;France;Undirected
United States;United States;Undirected
United States;Santo Domingo (Dominican Republic);Undirected
France;United States;Undirected
France;United States;Undirected
France;Santo Domingo (Dominican Republic);Undirected
United States;United States;Undirected
United States;France;Undirected
United States;Santo Domingo (Dominican Republic);Undirected
Virginia. Convention (1788);United States;Undirected
Virginia. Convention (1788);United States;Undirected
Republics;Political science;Undirected
Republics;Constitutional history;Undirected
Political science;Constitutional history;Undirected
Turgot, Anne-Robert-Jacques, baron de l'Aulne, 1727-1781. Letter ... to Mr. Price;Republics;Undirected
Turgot, Anne-Robert-Jacques, baron de l'Aulne, 1727-1781. Letter ... to Mr. Price;Political science;Undirected
Turgot, Anne-Robert-Jacques, baron de l'Aulne, 1727-1781. Letter ... to Mr. Price;Constitutional history;Undirected
Republics;Political science;Undirected
Republics;Constitutional history;Undirected
Political science;Republics;Undirected
Political science;Constitutional history;Undirected
United States. Congress. House;Great Britain. Treaties, etc. United States, 1794 Nov. 19;Undirected
Constitutional history;Concord (N.H.);Undirected
Earthquakes;Early printed books;Undirected
Washington, George, 1732-1799;Washington, George, 1732-1799;Undirected
Washington, George, 1732-1799;Washington, George, 1732-1799;Undirected
United States. Constitutional Convention (1787);United States;Undirected
United States. Constitutional Convention (1787);United States;Undirected
United States;United States;Undirected
Jesus Christ;Bible. O.T. Genesis;Undirected
Jesus Christ;New Jerusalem Church;Undirected
Bible. O.T. Genesis;New Jerusalem Church;Undirected
Hymns, German;Martyrs;Undirected
Choruses, Sacred (Mixed voices, 4 parts), UnaccompaniedHymns, English;Music;Undirected
Choruses, Sacred (Mixed voices, 4 parts), UnaccompaniedHymns, English;Music;Undirected
Ballads, English;Songsters;Undirected
Hymns, English;Music;Undirected
Tune-books;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Tune-books;Hymns, English;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Hymns, English;Undirected
Hymns, English;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Hymns, English;Anthems;Undirected
Hymns, English;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Hymns, English;Tune-books;Undirected
Anthems;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Anthems;Tune-books;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Anthems;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Tune-books;Undirected
Hymns, English;Anthems;Undirected
Hymns, English;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Hymns, English;Tune-books;Undirected
Anthems;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Anthems;Tune-books;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Anthems;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Tune-books;Undirected
Anthems;Psalms (Music);Undirected
Anthems;Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied;Undirected
Psalms (Music);Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied;Undirected
Tune-books;Choruses, Sacred (Mixed voices), Unaccompanied;Undirected
Tune-books;Hymns, English;Undirected
Choruses, Sacred (Mixed voices), Unaccompanied;Hymns, English;Undirected
Bible;Apocalyptic literature;Undirected
Freemasons;Songsters;Undirected
Christian literature for children;Conversion;Undirected
Cobbett, William, 1763-1835;United States;Undirected
Eliot, John, 1604-1690;Eliot, Anne, 1603?-1687;Undirected
Eliot, John, 1604-1690;Christian life;Undirected
Eliot, Anne, 1603?-1687;Christian life;Undirected
University of Pennsylvania;College verse, American;Undirected
Franklin, Benjamin, 1706-1790;University of Pennsylvania;Undirected
Franklin, Benjamin, 1706-1790;College verse, American;Undirected
University of Pennsylvania;College verse, American;Undirected
Slavery;United States;Undirected
Slavery;United States;Undirected
United States;United States;Undirected
(M4 blank);Evans, v. 5, p. 92, 13743;Undirected
(M4 blank);Sabin, 92337;Undirected
(M4 blank);Wegelin, O.  Amer. poetry, 335;Undirected
Evans, v. 5, p. 92, 13743;Sabin, 92337;Undirected
Evans, v. 5, p. 92, 13743;Wegelin, O.  Amer. poetry, 335;Undirected
Sabin, 92337;Evans, v. 5, p. 92, 13743;Undirected
Sabin, 92337;Wegelin, O.  Amer. poetry, 335;Undirected
Philadelphia (Pa.);Pennsylvania;Undirected
United States. Continental Congress (1774);United States;Undirected
United States. Continental Congress (1774);United States;Undirected
United States;United States;Undirected
Warren, Joseph, 1741-1775;United States;Undirected
Utopias;Almanacs, American;Undirected
United States;United States;Undirected
Mayhew, Jonathan, 1720-1766. Observations of the charter and conduct of the Society for the propagation of the gospel in foreign parts;Society for the Propagation of the Gospel in Foreign Parts (Great Britain);Undirected
Mayhew, Jonathan, 1720-1766. Observations of the charter and conduct of the Society for the propagation of the gospel in foreign parts;Society for the Propagation of the Gospel in Foreign Parts (Great Britain);Undirected
Mayhew, Jonathan, 1720-1766. Observations of the charter and conduct of the Society for the propagation of the gospel in foreign parts;Society for the Propagation of the Gospel in Foreign Parts (Great Britain);Undirected
England;United States;Undirected
Slavery;Algeria;Undirected
Philadelphia (Pa.);Pennsylvania;Undirected
Columbus, Christopher;Behaim, Martin, 1459?-1506;Undirected
Columbus, Christopher;Discoveries in geography;Undirected
Columbus, Christopher;Bees;Undirected
Columbus, Christopher;Human skin color;Undirected
Columbus, Christopher;America;Undirected
Columbus, Christopher;Africa;Undirected
Columbus, Christopher;America;Undirected
Behaim, Martin, 1459?-1506;Discoveries in geography;Undirected
Behaim, Martin, 1459?-1506;Bees;Undirected
Behaim, Martin, 1459?-1506;Human skin color;Undirected
Behaim, Martin, 1459?-1506;America;Undirected
Behaim, Martin, 1459?-1506;Africa;Undirected
Behaim, Martin, 1459?-1506;America;Undirected
Discoveries in geography;Behaim, Martin, 1459?-1506;Undirected
Discoveries in geography;Bees;Undirected
Discoveries in geography;Human skin color;Undirected
Discoveries in geography;America;Undirected
Discoveries in geography;Africa;Undirected
Discoveries in geography;America;Undirected
Bees;Behaim, Martin, 1459?-1506;Undirected
Bees;Discoveries in geography;Undirected
Bees;Human skin color;Undirected
Bees;America;Undirected
Bees;Africa;Undirected
Bees;America;Undirected
Human skin color;Behaim, Martin, 1459?-1506;Undirected
Human skin color;Discoveries in geography;Undirected
Human skin color;Bees;Undirected
Human skin color;America;Undirected
Human skin color;Africa;Undirected
Human skin color;America;Undirected
America;Behaim, Martin, 1459?-1506;Undirected
America;Discoveries in geography;Undirected
America;Bees;Undirected
America;Human skin color;Undirected
America;Africa;Undirected
America;America;Undirected
Africa;Behaim, Martin, 1459?-1506;Undirected
Africa;Discoveries in geography;Undirected
Africa;Bees;Undirected
Africa;Human skin color;Undirected
Africa;America;Undirected
Africa;America;Undirected
Columbus, Christopher;Behaim, Martin, 1459?-1506;Undirected
Columbus, Christopher;Discoveries in geography;Undirected
Columbus, Christopher;Bees;Undirected
Columbus, Christopher;Human skin color;Undirected
Columbus, Christopher;America;Undirected
Columbus, Christopher;Africa;Undirected
Columbus, Christopher;America;Undirected
Behaim, Martin, 1459?-1506;Discoveries in geography;Undirected
Behaim, Martin, 1459?-1506;Bees;Undirected
Behaim, Martin, 1459?-1506;Human skin color;Undirected
Behaim, Martin, 1459?-1506;America;Undirected
Behaim, Martin, 1459?-1506;Africa;Undirected
Behaim, Martin, 1459?-1506;America;Undirected
Discoveries in geography;Behaim, Martin, 1459?-1506;Undirected
Discoveries in geography;Bees;Undirected
Discoveries in geography;Human skin color;Undirected
Discoveries in geography;America;Undirected
Discoveries in geography;Africa;Undirected
Discoveries in geography;America;Undirected
Bees;Behaim, Martin, 1459?-1506;Undirected
Bees;Discoveries in geography;Undirected
Bees;Human skin color;Undirected
